,movieId,title,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,rating
5264,5361,White Fang (1991),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125586854460094
5265,5362,White Fang 2: Myth of the White Wolf (1994),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.473684210526316
5266,5363,"New Guy, The (2002)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8102739726027397
5267,5364,Unfaithful (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.348544232922732
5268,5365,"Lady and the Duke, The (Anglaise et le duc, L') (2001)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.1235955056179776
5269,5366,Whore (1991),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.3932038834951457
5270,5367,My Beautiful Laundrette (1985),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.7293777134587556
5271,5368,Ballad of a Soldier (Ballada o soldate) (1959),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3.884892086330935
5272,5369,Big Bad Mama (1974),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.168918918918919
5273,5370,Big Bad Mama II (1987),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.548780487804878
5274,5371,"Final Darkness, The (Buio Omega) (1979)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.375
5275,5372,Calamity Jane (1953),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.3372549019607844
5276,5373,"Cranes Are Flying, The (Letyat zhuravli) (1957)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3.9426605504587156
5277,5374,Devil Doll (1964),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.7181818181818183
5278,5375,"Harvey Girls, The (1946)",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.2934782608695654
5279,5376,"Lady in Red, The (1979)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7426470588235294
5280,5377,About a Boy (2002),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.6976385490905224
5281,5378,Star Wars: Episode II - Attack of the Clones (2002),0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3.108584474885845
5282,5379,"Believer, The (2001)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.739895697522816
5283,5380,"Importance of Being Earnest, The (2002)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.6138689866939613
5284,5381,"Charge of the Light Brigade, The (1968)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.4611111111111112
5285,5382,Every Which Way But Loose (1978),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.764358108108108
5286,5383,"Hound of the Baskervilles, The (1959)",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3.51159793814433
5287,5384,I Want to Live! (1958),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5113636363636362
5288,5385,"Last Waltz, The (1978)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.9956942949407965
5289,5386,"Pride and the Passion, The (1957)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.022222222222222
5290,5387,Enough (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.6409295352323836
5291,5388,Insomnia (2002),0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3.480151076824172
5292,5389,Spirit: Stallion of the Cimarron (2002),0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.056640625
5293,5390,CQ (2001),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.2873831775700935
5294,5391,Thirteen Conversations About One Thing (a.k.a. 13 Conversations) (2001),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6046065259117084
5295,5392,Bus Stop (1956),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.3494208494208495
5296,5393,Cowboy (1958),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
5297,5394,Don't Bother to Knock (1952),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.309090909090909
5298,5395,"Gambler, The (1974)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4
5299,5396,Let's Make Love (1960),0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.033707865168539
5300,5397,Monkey Business (1952),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.2995689655172415
5301,5398,Requiem for a Heavyweight (1962),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.881294964028777
5302,5399,River of No Return (1954),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.115740740740741
5303,5400,"Sum of All Fears, The (2002)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.203813559322034
5304,5401,Undercover Brother (2002),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.958827893175074
5305,5402,"Diaries of Vaslav Nijinsky, The (2002)",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.65
5306,5403,"Sleepy Time Gal, The (2001)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.7142857142857144
5307,5404,84 Charing Cross Road (1987),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.807017543859649
5308,5405,Dakota (1945),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.763157894736842
5309,5406,"Desert Rats, The (1953)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.3351648351648353
5310,5407,"Bûche, La (1999)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.8823529411764706
5311,5408,Nora (2000),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.8666666666666667
5312,5409,Rapid Fire (1992),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.834375
5313,5410,Silent Running (1972),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.5256081946222793
5314,5411,Summer Holiday (1963),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.8676470588235294
5315,5412,"Villain, The (1979)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.7037037037037037
5316,5413,Zombie Holocaust (a.k.a. Doctor Butcher M.D.) (Zombi Holocaust) (1980),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.814516129032258
5317,5414,Bad Company (2002),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8285198555956677
5318,5415,Divine Secrets of the Ya-Ya Sisterhood (2002),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.901330376940133
5319,5416,Cherish (2002),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.4133858267716537
5320,5417,"Fast Runner, The (Atanarjuat) (2001)",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.8003095975232197
5321,5418,"Bourne Identity, The (2002)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3.9010502214922105
5322,5419,Scooby-Doo (2002),0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2.381543321299639
5323,5420,Windtalkers (2002),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.8882138517618468
5324,5421,"Dangerous Lives of Altar Boys, The (2002)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.608759842519685
5325,5422,"Emperor's New Clothes, The (2001)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.244979919678715
5326,5423,Gangster No. 1 (2000),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.18609865470852
5327,5424,Harvard Man (2001),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,2.287769784172662
5328,5425,Dark Blue World (Tmavomodrý svet) (2001),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.526470588235294
5329,5426,Bad Company (1972),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.289855072463768
5330,5427,Caveman (1981),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7416267942583734
5331,5428,Cheech & Chong's The Corsican Brothers (1984),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4424778761061945
5332,5429,Five Card Stud (a.k.a. 5 Card Stud) (1968),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.036363636363636
5333,5430,For a Lost Soldier (Voor een Verloren Soldaat) (1992),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.2
5334,5431,Goin' South (1978),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0246478873239435
5335,5432,Hero and the Terror (1988),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0943396226415096
5336,5433,Silver Bullet (Stephen King's Silver Bullet) (1985),0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2.821342925659472
5337,5434,"Sorry, Wrong Number (1948)",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3.7966321243523318
5338,5435,Hombre (1967),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.622950819672131
5339,5436,"Horse's Mouth, The (1958)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.474747474747475
5340,5437,"Manhattan Project, The (1986)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.2304469273743015
5341,5438,Men at Work (1990),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.657687253613666
5342,5439,S.O.B. (1981),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.817934782608696
5343,5440,She Wore a Yellow Ribbon (1949),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.6463104325699747
5344,5441,Traces of Red (1992),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.3666666666666667
5345,5442,V. I. Warshawski (1991),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2758620689655173
5346,5443,Juwanna Mann (2002),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8673469387755102
5347,5444,Lilo & Stitch (2002),0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.491330732553099
5348,5445,Minority Report (2002),0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,3.6648972168175282
5349,5446,Rabbit-Proof Fence (2002),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8598191214470283
5350,5447,Sunshine State (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5231578947368423
5351,5448,Hey Arnold! The Movie (2002),0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.330508474576271
5352,5449,Mr. Deeds (2002),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.865891959798995
5353,5450,Lovely & Amazing (2001),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.500784929356358
5354,5451,Pumpkin (2002),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.0626326963906583
5355,5452,Look Who's Talking Now (1993),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.9478200371057515
5356,5453,Lost in Yonkers (1993),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4420600858369097
5357,5454,Mo' Money (1992),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.486646884272997
5358,5455,"Object of Beauty, The (1991)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.9642857142857144
5359,5456,Wagons East (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1700507614213196
5360,5457,Zebrahead (1992),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1232876712328768
5361,5458,Like Mike (2002),0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.33160621761658
5362,5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.922229057725828
5363,5460,"Powerpuff Girls, The (2002)",0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.806509945750452
5364,5461,Me Without You (2001),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6160714285714284
5365,5462,"Crocodile Hunter: Collision Course, The (2002)",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3490813648293964
5366,5463,Reign of Fire (2002),0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.9757501744591766
5367,5464,Road to Perdition (2002),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6858401738290683
5368,5465,All About Lily Chou-Chou (Riri Shushu no subete) (2001),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3.5041322314049586
5369,5466,My Wife is an Actress (Ma Femme est une Actrice) (2001),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.3351351351351353
5370,5467,Never Again (2001),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.9270833333333335
5371,5468,20 Million Miles to Earth (1957),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.2516129032258063
5372,5469,Grand Theft Auto (1977),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5526315789473686
5373,5470,The Importance of Being Earnest (1952),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.826867816091954
5374,5471,Perfect (1985),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.079710144927536
5375,5472,1776 (1972),0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.452808988764045
5376,5473,Fox and His Friends (Faustrecht der Freiheit) (1975),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5970149253731343
5377,5474,"Legend of Boggy Creek, The (1972)",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2.2542372881355934
5378,5475,Z (1969),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4.0
5379,5476,Halloween: Resurrection (Halloween 8) (2002),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.0591766723842198
5380,5477,Sex and Lucia (Lucía y el sexo) (2001),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.688799076212471
5381,5478,Eight Legged Freaks (2002),0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.5263720598717034
5382,5479,K-19: The Widowmaker (2002),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.2198051948051947
5383,5480,Stuart Little 2 (2002),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6007194244604315
5384,5481,Austin Powers in Goldmember (2002),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9923351158645275
5385,5482,"Country Bears, The (2002)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0157894736842104
5386,5483,"Kid Stays in the Picture, The (2002)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.606529209621993
5387,5484,Happy Times (Xingfu shiguang) (2000),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4105263157894736
5388,5485,Tadpole (2002),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.285569105691057
5389,5486,Who Is Cletis Tout? (2001),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.112403100775194
5390,5487,Harry and Walter Go to New York (1976),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.316666666666667
5391,5488,"Merchant of Four Seasons, The (Händler der vier Jahreszeiten) (1972)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.40625
5392,5489,Nosferatu the Vampyre (Nosferatu: Phantom der Nacht) (1979),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.688179347826087
5393,5490,The Big Bus (1976),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.789473684210526
5394,5491,"Eddy Duchin Story, The (1956)",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3.358974358974359
5395,5492,Fathom (1967),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59375
5396,5493,In Like Flint (1967),0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.335674157303371
5397,5494,"Earth Trembles, The (Terra trema: Episodio del mare, La) (1948)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.375
5398,5495,Modesty Blaise (1966),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76056338028169
5399,5496,Ossessione (1943),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7954545454545454
5400,5497,Our Man Flint (1965),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.3292682926829267
5401,5498,Red Beard (Akahige) (1965),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.04932735426009
5402,5499,Robin and Marian (1976),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.2323529411764707
5403,5500,Top Secret! (1984),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.593369948999608
5404,5501,"Master of Disguise, The (2002)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.812412831241283
5405,5502,Signs (2002),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3.2696069122673754
5406,5503,"Last Kiss, The (Ultimo bacio, L') (2001)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.335766423357664
5407,5504,Spy Kids 2: The Island of Lost Dreams (2002),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5043177892918824
5408,5505,"Good Girl, The (2002)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4016781411359727
5409,5506,Blood Work (2002),0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3.061491935483871
5410,5507,xXx (2002),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.7984368119771026
5411,5508,24 Hour Party People (2002),0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.6031183557760453
5412,5509,Biggie and Tupac (2002),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.8516949152542375
5413,5510,"Château, The (2001)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.364864864864865
5414,5511,Pandora's Box (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.3333333333333335
5415,5512,Secret Ballot (Raye makhfi) (2001),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9464285714285716
5416,5513,Martin Lawrence Live: Runteldat (2002),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.375
5417,5514,Lan Yu (2001),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.775
5418,5515,Songs From the Second Floor (Sånger från andra våningen) (2000),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7681388012618298
5419,5516,Read My Lips (Sur mes lèvres) (2001),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3.704248366013072
5420,5517,Nightcap (Merci pour le chocolat) (2000),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
5421,5518,Beau Pere (a.k.a. Stepfather) (Beau-père) (1981),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.445945945945946
5422,5519,Change of Habit (1969),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.5543478260869565
5423,5520,"Matter of Taste, A (Affaire de Goût, Une) (2000)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3.125
5424,5521,"Principal, The (1987)",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.769547325102881
5425,5522,Rollerball (1975),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.152148664343786
5426,5523,"Adventures of Pluto Nash, The (2002)",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0330396475770924
5427,5524,Blue Crush (2002),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.9343434343434343
5428,5525,Mostly Martha (Bella Martha) (2001),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.878787878787879
5429,5526,"Isle, The (Seom) (2000)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.55
5430,5527,Possession (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.3472906403940885
5431,5528,One Hour Photo (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.312079078861612
5432,5529,Serving Sara (2002),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.478211009174312
5433,5530,Simone (S1m0ne) (2002),0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2.7855495772482706
5434,5531,Undisputed (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.8444444444444446
5435,5532,Amy's O (a.k.a. Amy's Orgasm) (2001),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.669230769230769
5436,5533,Children On Their Birthdays (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.142857142857143
5437,5534,Hush! (2001),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.764705882352941
5438,5535,How I Killed My Father (a.k.a. My Father and I) (Comment j'ai tué mon Père) (2001),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.7708333333333335
5439,5536,Hybrid (2000),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.125
5440,5537,Satin Rouge (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.0285714285714285
5441,5538,"Care Bears Movie, The (1985)",0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.381081081081081
5442,5539,Care Bears Movie II: A New Generation (1986),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1375661375661377
5443,5540,Clash of the Titans (1981),0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.303304239401496
5444,5541,Hot Shots! (1991),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.199003203987184
5445,5542,"Nightmare City (a.k.a. City of the Walking Dead) (a.k.a. Invasión de los zombies atómicos, La) (Incubo sulla città contaminata) (1980)",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.4215686274509802
5446,5543,"Swarm, The (1978)",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.014705882352941
5447,5544,Time After Time (1979),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.6009055627425615
5448,5545,"Unearthly, The (1957)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.7741935483870968
5449,5546,976-EVIL (1989),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.9335443037974684
5450,5547,Camilla (1994),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.2
5451,5548,Down and Out in Beverly Hills (1986),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.035
5452,5549,Flaming Star (1960),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8369565217391304
5453,5550,Love Me Tender (1956),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.5833333333333335
5454,5551,"Return of the Vampire, The (1944)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.5
5455,5552,"Revenge of Frankenstein, The (1958)",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2.967032967032967
5456,5553,Stakeout (1987),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3.1184738955823295
5457,5554,Wild in the Country (1961),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.4523809523809526
5458,5555,Wolfen (1981),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.059925093632959
5459,5556,FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002),0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1.8467336683417086
5460,5557,Slap Her... She's French (a.k.a. She Gets What She Wants) (2002),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.282608695652174
5461,5558,Love and a Bullet (2002),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5588235294117645
5462,5559,Mad Love (Juana la Loca) (2001),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.881818181818182
