V1,movieId,title,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,rating,Cluster
7089,7201,Crime Spree (2003),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29285714285714,1
7090,7202,Beyond Re-Animator (2003),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.83333333333333,3
7091,7203,Final Cut (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.04081632653061,3
7092,7204,Hells Angels on Wheels (1967),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.25,3
7093,7205,"Wind and the Lion, The (1975)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53409090909091,3
7094,7206,Mon Oncle (My Uncle) (1958),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88947368421053,1
7095,7207,Where the Boys Are (1960),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91414141414141,1
7096,7208,Dr. Jekyll and Mr. Hyde (1941),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.45491803278689,3
7097,7209,"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81896551724138,1
7098,7210,My Darling Clementine (1946),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.87822014051522,3
7099,7211,People Will Talk (1951),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.69465648854962,1
7100,7212,I Was a Male War Bride (1949),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.60338983050847,1
7101,7213,Divorce American Style (1967),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81395348837209,1
7102,7214,Kiss Them for Me (1957),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2.91304347826087,9
7103,7215,To Have and Have Not (1944),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,4.03419282511211,9
7104,7216,High Sierra (1941),0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,3.78571428571429,2
7105,7217,Dark Passage (1947),0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,3.76112759643917,2
7106,7218,"Ox-Bow Incident, The (1943)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.91413043478261,3
7107,7219,They Drive by Night (1940),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.525,3
7108,7220,Micki + Maude (1984),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76404494382023,1
7109,7221,Platinum Blonde (1931),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.51587301587302,1
7110,7222,Reefer Madness (a.k.a. Tell Your Children) (1938),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.76895306859206,1
7111,7223,D.O.A. (1950),0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3.80428571428571,2
7112,7224,"Boy with Green Hair, The (1948)",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.00877192982456,10
7113,7225,Pumping Iron (1977),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.45352564102564,6
7114,7226,No Good Deed (a.k.a. The House on Turk Street) (2002),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3.04385964912281,3
7115,7227,"Trouble with Angels, The (1966)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72631578947368,1
7116,7228,Cool World (1992),0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.39728958630528,4
7117,7229,Money for Nothing (1993),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77611940298507,1
7118,7230,"Silencers, The (1966)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87234042553192,1
7119,7231,"Where Angels Go, Trouble Follows (1968)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9375,1
7120,7232,Heat and Dust (1983),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.43478260869565,3
7121,7233,My Letter to George (Mesmerized) (1986),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.625,3
7122,7234,"Strada, La (1954)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.03591160220994,3
7123,7235,Ichi the Killer (Koroshiya 1) (2001),0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,3.46971201588878,3
7124,7236,"Boy and His Dog, A (1975)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.40086206896552,7
7125,7237,"Last Tycoon, The (1976)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.00793650793651,3
7126,7238,Ashes and Diamonds (Popiól i diament) (1958),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.85515873015873,9
7127,7239,Marooned (1969),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.95505617977528,7
7128,7240,King David (1985),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.65853658536585,9
7129,7241,Kanal (1957),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.925,9
7130,7242,Cat Chaser (1989),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.54166666666667,3
7131,7243,Intolerance: Love's Struggle Throughout the Ages (1916),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7192513368984,3
7132,7244,"Beast of Yucca Flats, The (1961)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.63333333333333,7
7133,7245,Tormented (1960),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2.3125,3
7134,7246,"Violent Years, The (1956)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.17857142857143,3
7135,7247,Chitty Chitty Bang Bang (1968),0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.28591450595655,10
7136,7248,"Suriyothai (a.k.a. Legend of Suriyothai, The) (2001)",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.91666666666667,9
7137,7249,Plaza Suite (1971),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11904761904762,1
7138,7250,"Out of Towners, The (1970)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.418410041841,1
7139,7251,Where the Day Takes You (1992),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.19387755102041,3
7140,7252,"Three Stooges in Orbit, The (1962)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.47142857142857,7
7141,7253,It (1927),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.24193548387097,1
7142,7254,The Butterfly Effect (2004),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3.69152213601095,7
7143,7255,Win a Date with Tad Hamilton! (2004),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.86151603498542,1
7144,7256,Touching the Void (2003),0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.04828073480923,6
7145,7257,"Big Bounce, The (2004)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5768156424581,1
7146,7258,"Perfect Score, The (2004)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84811827956989,1
7147,7259,You Got Served (2004),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2.1095406360424,8
7148,7260,Latter Days (2003),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.55045871559633,1
7149,7261,Barbershop 2: Back in Business (2004),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65068493150685,1
7150,7262,Catch That Kid (2004),0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6747572815534,10
7151,7263,Miracle (2004),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.78643469490671,3
7152,7264,An Amazing Couple (2002),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.40909090909091,1
7153,7265,"Dreamers, The (2003)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.60762942779292,3
7154,7266,"Lost Skeleton of Cadavra, The (2002)",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.39930555555556,7
7155,7267,Who's the Man? (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46428571428571,1
7156,7268,Love at Large (1990),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2.90909090909091,3
7157,7269,Hangin' with the Homeboys (1991),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.66071428571429,1
7158,7270,Sleep with Me (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.87037037037037,1
7159,7271,Just Between Friends (1986),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.86363636363636,3
7160,7272,Super Fly (Superfly) (1972),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.34615384615385,3
7161,7273,"Piece of the Action, A (1977)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.09375,3
7162,7274,Let's Do It Again (1975),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16666666666667,1
7163,7275,Uptown Saturday Night (1974),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15573770491803,1
7164,7276,Hell's Kitchen (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.69767441860465,3
7165,7277,"Innocent, The (1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.69230769230769,3
7166,7278,Daddy and Them (2001),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.83823529411765,1
7167,7279,"Wilby Conspiracy, The (1975)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.08333333333333,3
7168,7280,Blacula (1972),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.42792792792793,3
7169,7281,"Scream, Blacula, Scream! (1973)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3
7170,7282,"Hip Hop Witch, Da (2000)",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.724137931034483,1
7171,7283,Swing Shift (1984),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.94140625,3
7172,7284,Trespass (1992),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.86290322580645,3
7173,7285,Thirteen (2003),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.49405684754522,3
7174,7286,Simple Men (1992),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.60069444444444,1
7175,7287,"Sailor Who Fell from Grace with the Sea, The (1976)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1734693877551,3
7176,7288,Foolish Wives (1922),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.65789473684211,3
7177,7289,"Silent Night, Bloody Night (1973)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.2,3
7178,7290,"Sin of Harold Diddlebock, The (1947)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2037037037037,1
7179,7291,Pontiac Moon (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.5,3
7180,7292,Best Defense (1984),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.79237288135593,9
7181,7293,50 First Dates (2004),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.36993270966683,1
7182,7294,Welcome to Mooseport (2004),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65888888888889,1
7183,7295,After the Life (2002),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.25714285714286,3
7184,7296,Face (2002),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41666666666667,1
7185,7297,Kitchen Stories (Salmer fra kjøkkenet) (2003),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.69931271477663,1
7186,7298,"Code, The (Mentale, La) (2002)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.22727272727273,3
7187,7299,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.72254335260116,3
7188,7300,Vanishing Point (1971),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5835734870317,3
7189,7301,Diary of a Country Priest (Journal d'un curé de campagne) (1951),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.77011494252874,3
7190,7302,"Thief of Bagdad, The (1924)",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.74550898203593,4
7191,7303,"Diary of Anne Frank, The (1959)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.69757489300999,9
7192,7304,Allegro non troppo (1977),0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.68125,8
7193,7305,Black Widow (1987),0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3.26610169491525,5
7194,7306,"Herod's Law (Ley de Herodes, La) (2000)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.69587628865979,5
7195,7307,Flesh & Blood (1985),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.2737556561086,9
7196,7308,King Solomon's Mines (1985),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50344827586207,1
7197,7309,"Black Pirate, The (1926)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52173913043478,3
7198,7310,Raw Deal (1986),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53745928338762,3
7199,7311,"Goodbye, Mr. Chips (1939)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.81746031746032,3
7200,7312,"Follow Me, Boys! (1966)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.06603773584906,1
7201,7313,Fire Birds (1990),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40909090909091,3
7202,7314,Robot Stories (2003),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.09285714285714,7
7203,7315,Against the Ropes (2004),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.54676258992806,1
7204,7316,Confessions of a Teenage Drama Queen (2004),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4370709382151,1
7205,7317,EuroTrip (2004),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25934702474987,1
7206,7318,"Passion of the Christ, The (2004)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.18562300319489,3
7207,7319,Club Dread (2004),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.52482269503546,1
7208,7320,Dirty Dancing: Havana Nights (2004),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.97795823665893,3
7209,7321,Twisted (2004),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.53264604810997,3
7210,7322,Alila (2003),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.7,3
7211,7323,"Good bye, Lenin! (2003)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.91555711282411,1
7212,7324,Hidalgo (2004),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.32952380952381,3
7213,7325,Starsky & Hutch (2004),0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.03183411214953,1
7214,7326,"Reckoning, The (2004)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.17424242424242,3
7215,7327,Persona (1966),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.11020036429873,3
7216,7328,"Passion of Anna, The (Passion, En) (1969)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.70416666666667,3
7217,7329,Walk on the Wild Side (1962),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.22916666666667,3
7218,7330,Tokyo Joe (1949),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.05,3
7219,7331,"Serpent's Egg, The (Schlangenei, Das) (1977)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3.23529411764706,3
7220,7332,Fire Down Below (1957),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.62857142857143,3
7221,7333,"Corbeau, Le (Raven, The) (1943)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3.87978142076503,3
7222,7334,"Front, The (1976)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.69512195121951,1
7223,7335,Pickup on South Street (1953),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.84469696969697,2
7224,7336,"Damned, The (La Caduta degli dei) (1969)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.18627450980392,9
7225,7337,American Gun (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.97826086956522,3
7226,7338,Richard III (1955),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.78285714285714,9
7227,7339,Quartet (1981),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.04166666666667,3
7228,7340,Just One of the Guys (1985),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93288590604027,1
7229,7341,The Chase (1966),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3.30327868852459,3
7230,7342,"Kiss, The (1988)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.5531914893617,3
7231,7343,Wisconsin Death Trip (1999),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.10810810810811,6
7232,7344,"Wrong Arm of the Law, The (1963)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53846153846154,1
7233,7345,Agent Cody Banks 2: Destination London (2004),0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13702623906706,10
7234,7346,"Girl Next Door, The (2004)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.32376283846872,1
7235,7347,Secret Window (2004),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3.17429022082019,5
7236,7348,Spartan (2004),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.43853820598007,3
7237,7349,Broken Wings (Knafayim Shvurot) (2002),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.71825396825397,3
7238,7350,Games People Play: New York (2004),0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.64285714285714,6
7239,7351,How to Draw a Bunny (2002),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.6125,6
7240,7352,Wilbur Wants to Kill Himself (2002),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.62615384615385,1
7241,7353,Clifford (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01587301587302,1
7242,7354,Mad Dog and Glory (1993),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.12151898734177,1
7243,7355,Mr. Toad's Wild Ride (a.k.a. The Wind in the Willows) (1996),0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31686046511628,10
7244,7356,Night Crossing (1981),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.42857142857143,3
7245,7357,Peyton Place (1957),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.29444444444444,3
7246,7358,Searching for Debra Winger (2002),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.03333333333333,6
7247,7359,Walk Like a Man (1987),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30985915492958,1
7248,7360,Dawn of the Dead (2004),0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3.60111407120368,3
7249,7361,Eternal Sunshine of the Spotless Mind (2004),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,4.10562813171081,7
7250,7362,Taking Lives (2004),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3.03060046189376,3
7251,7363,"Child I Never Was, The (Leben lang kurze Hosen Tragen, Ein) (2002)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.75,3
7252,7364,Intermission (2003),0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.47560975609756,1
7253,7365,Noi the Albino (Nói albinói) (2003),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.68723404255319,3
7254,7366,Jersey Girl (2004),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.06970954356847,1
7255,7367,"Ladykillers, The (2004)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02953890489914,1
7256,7368,Never Die Alone (2004),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2.73255813953488,3
7257,7369,Scooby-Doo 2: Monsters Unleashed (2004),0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.216459197787,10
7258,7370,"Foreign Affair, A (2 Brothers & a Bride) (2003)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.26666666666667,1
7259,7371,Dogville (2003),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3.85214285714286,5
7260,7372,Ned Kelly (2003),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.01068376068376,3
7261,7373,Hellboy (2004),0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.30607645149657,4
7262,7374,Home on the Range (2004),0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.75265017667845,10
7263,7375,"Prince & Me, The (2004)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.10977859778598,1
7264,7376,Walking Tall (2004),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99478487614081,3
7265,7377,"United States of Leland, The (2003)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.56896551724138,3
7266,7378,Johnson Family Vacation (2004),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22674418604651,1
7267,7379,"Alamo, The (2004)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2.97550111358575,9
7268,7380,Ella Enchanted (2004),0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.28161530286929,4
7269,7381,"Whole Ten Yards, The (2004)",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72265625,1
7270,7382,I'm Not Scared (Io non ho paura) (2003),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3.77710843373494,5
7271,7383,Shade (2003),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3.2,3
7272,7384,Since Otar Left (Depuis qu'Otar est parti...) (2003),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.56428571428571,3
7273,7385,Twentynine Palms (2003),0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2.44642857142857,3
7274,7386,"Ten Commandments, The (1956)",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.63621076233184,3
7275,7387,Dawn of the Dead (1978),0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.80771812080537,3
7276,7388,"Brother Sun, Sister Moon (Fratello sole, sorella luna) (1972)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.17391304347826,3
7277,7389,One Million Years B.C. (1966),0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.71236559139785,4
7278,7390,Prey for Rock & Roll (2003),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2.95714285714286,8
7279,7391,"Mother, Jugs & Speed (1976)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76470588235294,1
7280,7392,Bandolero! (1968),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.95,3
7281,7393,"Slugger's Wife, The (1985)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.41428571428571,1
7282,7394,Those Magnificent Men in Their Flying Machines (1965),0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36383928571429,1
7283,7395,Cheaper by the Dozen (1950),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.34894613583138,1
7284,7396,Scenes From a Marriage (Scener ur ett äktenskap) (1973),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.08350100603622,3
7285,7397,"Baby, the Rain Must Fall (1965)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.20454545454545,3
